user_id,date,device,sex,home,search,payment,confirmation
594992,2015-04-18,Mobile,Male,1,0,0,0
231324,2015-02-22,Desktop,Female,1,1,1,0
107605,2015-03-04,Desktop,Female,1,1,0,0
870834,2015-02-11,Mobile,Male,1,1,0,0
604565,2015-04-03,Desktop,Female,1,1,0,0
984873,2015-04-04,Desktop,Female,1,0,0,0
623145,2015-04-04,Mobile,Male,1,0,0,0
457209,2015-01-07,Desktop,Female,1,1,0,0
13830,2015-02-05,Desktop,Male,1,1,1,1
716584,2015-03-15,Desktop,Male,1,0,0,0
434895,2015-01-07,Desktop,Female,1,0,0,0
471874,2015-02-17,Desktop,Male,1,0,0,0
838723,2015-02-19,Desktop,Male,1,1,1,0
731725,2015-03-26,Mobile,Male,1,0,0,0
25566,2015-04-12,Desktop,Male,1,1,0,0
566349,2015-02-27,Desktop,Female,1,1,0,0
880532,2015-04-10,Desktop,Male,1,1,0,0
574808,2015-02-19,Desktop,Female,1,1,0,0
418014,2015-02-22,Desktop,Female,1,1,0,0
205344,2015-01-27,Desktop,Female,1,1,1,0
176571,2015-01-03,Desktop,Female,1,0,0,0
41600,2015-02-21,Desktop,Female,1,1,0,0
727796,2015-03-26,Desktop,Male,1,1,0,0
167038,2015-04-13,Mobile,Male,1,1,0,0
94187,2015-04-30,Desktop,Male,1,0,0,0
985123,2015-04-13,Mobile,Female,1,0,0,0
965822,2015-02-19,Desktop,Female,1,0,0,0
999441,2015-02-06,Mobile,Male,1,1,1,0
872473,2015-01-26,Desktop,Male,1,1,0,0
476955,2015-03-23,Mobile,Female,1,0,0,0
384199,2015-03-24,Desktop,Male,1,1,0,0
388103,2015-03-30,Desktop,Female,1,0,0,0
407805,2015-03-18,Desktop,Female,1,1,0,0
779585,2015-02-08,Mobile,Male,1,0,0,0
958443,2015-01-31,Desktop,Male,1,1,0,0
846115,2015-03-12,Mobile,Female,1,0,0,0
647067,2015-03-05,Mobile,Male,1,1,0,0
210950,2015-01-15,Desktop,Male,1,1,0,0
178373,2015-04-30,Desktop,Male,1,0,0,0
67626,2015-03-22,Desktop,Male,1,0,0,0
355552,2015-03-22,Desktop,Female,1,1,0,0
795169,2015-03-26,Mobile,Female,1,0,0,0
552008,2015-04-19,Mobile,Male,1,0,0,0
874797,2015-01-26,Desktop,Female,1,1,0,0
336186,2015-02-20,Desktop,Male,1,0,0,0
449714,2015-01-28,Mobile,Male,1,1,0,0
635882,2015-02-22,Desktop,Female,1,1,1,0
648838,2015-02-27,Mobile,Female,1,1,0,0
920130,2015-04-03,Desktop,Male,1,0,0,0
853085,2015-01-09,Desktop,Male,1,0,0,0
141250,2015-03-20,Desktop,Male,1,0,0,0
155756,2015-01-14,Mobile,Male,1,1,0,0
435742,2015-02-01,Mobile,Female,1,0,0,0
179518,2015-01-05,Desktop,Female,1,0,0,0
83581,2015-01-30,Desktop,Male,1,0,0,0
801991,2015-01-04,Desktop,Female,1,1,0,0
637254,2015-01-09,Desktop,Male,1,0,0,0
324784,2015-04-04,Mobile,Male,1,0,0,0
587563,2015-01-17,Desktop,Male,1,0,0,0
797730,2015-03-20,Desktop,Male,1,1,0,0
239133,2015-04-24,Desktop,Male,1,1,0,0
821176,2015-01-30,Desktop,Female,1,1,0,0
193027,2015-04-03,Desktop,Female,1,0,0,0
524052,2015-03-12,Desktop,Female,1,1,0,0
782646,2015-04-06,Mobile,Female,1,0,0,0
707617,2015-02-20,Mobile,Male,1,1,0,0
26481,2015-03-14,Desktop,Female,1,1,0,0
263024,2015-04-27,Desktop,Female,1,0,0,0
468189,2015-01-01,Mobile,Male,1,1,0,0
424187,2015-01-13,Desktop,Male,1,1,0,0
697998,2015-01-13,Desktop,Male,1,0,0,0
226861,2015-02-08,Mobile,Female,1,0,0,0
106038,2015-01-07,Desktop,Male,1,1,0,0
140864,2015-01-19,Mobile,Male,1,1,0,0
996089,2015-03-16,Desktop,Male,1,1,0,0
581208,2015-01-02,Desktop,Male,1,1,0,0
592297,2015-04-26,Desktop,Female,1,1,0,0
88600,2015-04-19,Desktop,Male,1,0,0,0
428198,2015-02-23,Desktop,Male,1,1,0,0
671415,2015-03-21,Mobile,Male,1,0,0,0
970783,2015-03-27,Desktop,Female,1,1,0,0
212557,2015-04-19,Desktop,Female,1,0,0,0
681538,2015-02-08,Desktop,Female,1,0,0,0
717441,2015-01-30,Mobile,Female,1,1,0,0
112814,2015-04-09,Mobile,Male,1,0,0,0
95108,2015-01-29,Desktop,Female,1,0,0,0
158455,2015-04-25,Desktop,Male,1,0,0,0
294234,2015-03-16,Mobile,Male,1,0,0,0
251157,2015-03-10,Desktop,Male,1,0,0,0
947971,2015-03-08,Desktop,Female,1,0,0,0
26348,2015-01-27,Desktop,Male,1,0,0,0
931071,2015-03-16,Mobile,Male,1,1,1,0
416753,2015-03-03,Desktop,Male,1,0,0,0
560881,2015-03-06,Desktop,Male,1,0,0,0
914566,2015-04-01,Desktop,Female,1,0,0,0
624314,2015-04-07,Desktop,Male,1,0,0,0
261175,2015-04-18,Mobile,Female,1,0,0,0
469756,2015-01-24,Desktop,Female,1,1,0,0
325655,2015-02-19,Mobile,Male,1,0,0,0
780988,2015-04-03,Desktop,Male,1,1,0,0
873311,2015-01-19,Mobile,Female,1,1,0,0
485948,2015-03-03,Mobile,Male,1,0,0,0
846486,2015-02-04,Desktop,Female,1,1,0,0
759991,2015-02-10,Desktop,Male,1,0,0,0
260665,2015-04-02,Mobile,Female,1,0,0,0
137037,2015-04-11,Desktop,Male,1,0,0,0
481376,2015-03-29,Mobile,Male,1,0,0,0
126569,2015-02-24,Desktop,Male,1,1,1,0
579677,2015-03-26,Mobile,Female,1,0,0,0
957293,2015-04-16,Desktop,Female,1,0,0,0
430295,2015-01-21,Mobile,Male,1,1,1,0
569491,2015-03-29,Desktop,Female,1,1,0,0
422726,2015-01-10,Desktop,Female,1,1,0,0
723540,2015-04-29,Desktop,Female,1,1,0,0
521442,2015-02-01,Mobile,Male,1,1,0,0
362111,2015-04-01,Desktop,Male,1,0,0,0
17329,2015-04-02,Desktop,Female,1,0,0,0
628199,2015-04-02,Mobile,Male,1,0,0,0
862101,2015-03-21,Desktop,Male,1,0,0,0
711742,2015-03-17,Desktop,Female,1,0,0,0
792150,2015-04-18,Desktop,Female,1,0,0,0
52348,2015-02-20,Mobile,Female,1,1,0,0
174311,2015-03-27,Desktop,Male,1,0,0,0
218289,2015-02-26,Desktop,Male,1,1,0,0
892708,2015-02-27,Mobile,Female,1,1,0,0
926378,2015-04-05,Desktop,Male,1,0,0,0
154247,2015-03-01,Desktop,Female,1,0,0,0
618376,2015-01-14,Mobile,Male,1,1,1,0
153398,2015-03-20,Mobile,Female,1,0,0,0
211834,2015-02-23,Desktop,Male,1,0,0,0
807280,2015-04-17,Mobile,Female,1,0,0,0
541702,2015-03-07,Desktop,Male,1,1,0,0
812904,2015-04-25,Desktop,Male,1,0,0,0
800490,2015-02-27,Mobile,Female,1,1,0,0
91251,2015-04-19,Desktop,Male,1,1,0,0
725835,2015-04-18,Desktop,Female,1,0,0,0
80921,2015-01-21,Desktop,Male,1,1,0,0
423478,2015-03-03,Mobile,Male,1,0,0,0
145498,2015-01-28,Mobile,Female,1,1,0,0
124672,2015-04-10,Desktop,Female,1,0,0,0
291840,2015-03-05,Desktop,Female,1,1,0,0
79105,2015-02-17,Desktop,Male,1,1,0,0
643460,2015-04-21,Desktop,Male,1,1,1,0
89968,2015-04-13,Desktop,Male,1,0,0,0
367090,2015-01-12,Desktop,Male,1,1,0,0
323678,2015-04-03,Desktop,Male,1,1,0,0
949671,2015-02-25,Mobile,Male,1,0,0,0
89464,2015-02-23,Mobile,Male,1,1,0,0
290391,2015-03-31,Mobile,Male,1,1,0,0
122651,2015-02-21,Desktop,Female,1,1,1,0
476508,2015-04-30,Desktop,Female,1,0,0,0
665984,2015-02-08,Mobile,Female,1,1,0,0
680460,2015-03-04,Desktop,Female,1,1,0,0
236586,2015-03-27,Desktop,Female,1,0,0,0
57108,2015-04-18,Desktop,Female,1,0,0,0
107888,2015-04-10,Desktop,Female,1,0,0,0
204170,2015-03-30,Desktop,Female,1,1,0,0
197117,2015-04-17,Desktop,Female,1,1,0,0
578008,2015-01-18,Desktop,Female,1,1,0,0
275484,2015-04-17,Desktop,Female,1,1,0,0
669237,2015-02-03,Desktop,Female,1,0,0,0
890176,2015-03-06,Desktop,Female,1,0,0,0
381241,2015-03-18,Mobile,Female,1,0,0,0
676989,2015-04-17,Desktop,Female,1,1,0,0
487368,2015-02-17,Desktop,Male,1,1,0,0
516375,2015-02-28,Desktop,Female,1,1,0,0
155766,2015-02-03,Desktop,Male,1,1,1,0
438980,2015-04-21,Mobile,Male,1,0,0,0
834664,2015-04-18,Desktop,Male,1,0,0,0
379453,2015-01-02,Desktop,Male,1,0,0,0
130249,2015-02-01,Desktop,Male,1,0,0,0
805888,2015-03-26,Desktop,Male,1,0,0,0
253420,2015-04-23,Mobile,Male,1,1,0,0
844399,2015-02-24,Desktop,Female,1,0,0,0
339785,2015-02-12,Mobile,Female,1,1,0,0
17533,2015-03-13,Desktop,Male,1,1,0,0
7371,2015-03-17,Desktop,Male,1,1,0,0
91631,2015-02-15,Desktop,Male,1,0,0,0
845493,2015-01-24,Mobile,Female,1,1,0,0
454000,2015-03-01,Mobile,Female,1,1,0,0
29134,2015-02-26,Desktop,Male,1,1,0,0
661568,2015-03-21,Desktop,Female,1,1,0,0
663684,2015-02-05,Mobile,Female,1,0,0,0
898375,2015-04-13,Desktop,Female,1,0,0,0
709847,2015-02-13,Desktop,Female,1,0,0,0
94009,2015-01-28,Mobile,Female,1,0,0,0
182763,2015-01-12,Desktop,Female,1,1,0,0
65594,2015-03-02,Desktop,Female,1,0,0,0
904505,2015-03-19,Desktop,Female,1,0,0,0
215864,2015-01-30,Desktop,Male,1,0,0,0
512615,2015-02-03,Mobile,Male,1,1,0,0
441149,2015-04-13,Desktop,Male,1,0,0,0
187957,2015-02-06,Desktop,Female,1,0,0,0
796149,2015-03-17,Desktop,Female,1,0,0,0
47219,2015-01-07,Desktop,Male,1,1,0,0
126069,2015-01-18,Desktop,Male,1,0,0,0
491650,2015-03-23,Desktop,Female,1,0,0,0
998063,2015-04-15,Desktop,Female,1,0,0,0
975403,2015-02-13,Mobile,Male,1,0,0,0
885532,2015-02-22,Desktop,Female,1,1,0,0
260528,2015-02-27,Desktop,Female,1,0,0,0
151208,2015-04-21,Desktop,Female,1,1,0,0
602831,2015-01-07,Desktop,Female,1,1,1,0
568481,2015-04-11,Mobile,Female,1,0,0,0
772976,2015-04-12,Mobile,Male,1,0,0,0
638861,2015-01-21,Desktop,Female,1,0,0,0
987443,2015-02-23,Desktop,Male,1,0,0,0
416339,2015-01-23,Desktop,Male,1,0,0,0
559850,2015-02-11,Mobile,Female,1,1,1,1
897418,2015-03-01,Desktop,Male,1,0,0,0
339931,2015-02-02,Desktop,Male,1,1,0,0
125185,2015-01-19,Mobile,Male,1,1,0,0
780090,2015-03-30,Desktop,Female,1,0,0,0
35826,2015-01-17,Desktop,Male,1,0,0,0
430068,2015-01-26,Mobile,Male,1,1,0,0
187512,2015-01-05,Mobile,Male,1,1,0,0
369484,2015-03-19,Desktop,Male,1,0,0,0
587936,2015-04-04,Mobile,Male,1,0,0,0
412728,2015-02-20,Desktop,Male,1,1,0,0
904376,2015-02-12,Mobile,Female,1,1,0,0
564780,2015-02-27,Desktop,Female,1,0,0,0
505376,2015-01-14,Desktop,Female,1,1,0,0
388175,2015-03-21,Mobile,Female,1,0,0,0
620270,2015-03-19,Desktop,Male,1,1,0,0
400068,2015-03-11,Desktop,Male,1,1,0,0
180565,2015-04-14,Mobile,Female,1,1,0,0
134685,2015-04-07,Desktop,Male,1,0,0,0
168356,2015-04-01,Desktop,Female,1,1,0,0
897602,2015-01-03,Desktop,Female,1,1,0,0
764380,2015-04-16,Desktop,Male,1,0,0,0
522493,2015-04-23,Mobile,Male,1,1,1,0
583695,2015-01-23,Mobile,Male,1,1,1,0
63946,2015-02-16,Mobile,Male,1,0,0,0
282317,2015-04-03,Desktop,Male,1,1,0,0
337953,2015-01-13,Desktop,Female,1,1,0,0
71082,2015-01-15,Mobile,Female,1,1,1,0
519200,2015-04-20,Desktop,Male,1,1,0,0
710795,2015-02-24,Desktop,Female,1,1,0,0
296440,2015-02-11,Desktop,Male,1,1,1,0
534254,2015-02-21,Mobile,Female,1,1,0,0
351524,2015-02-27,Desktop,Male,1,0,0,0
416069,2015-01-14,Mobile,Female,1,0,0,0
906664,2015-03-06,Desktop,Female,1,1,0,0
584150,2015-03-21,Mobile,Male,1,0,0,0
248849,2015-01-29,Mobile,Female,1,1,1,0
791103,2015-03-20,Desktop,Male,1,1,0,0
400664,2015-02-28,Desktop,Male,1,1,1,0
634177,2015-01-09,Mobile,Female,1,1,0,0
959511,2015-03-13,Desktop,Male,1,0,0,0
940933,2015-02-20,Desktop,Female,1,0,0,0
859497,2015-02-11,Desktop,Male,1,0,0,0
701429,2015-02-24,Desktop,Male,1,1,1,0
105857,2015-04-17,Desktop,Female,1,0,0,0
609743,2015-04-30,Desktop,Female,1,0,0,0
81323,2015-04-11,Mobile,Male,1,0,0,0
87410,2015-04-07,Mobile,Female,1,1,0,0
822245,2015-02-06,Desktop,Female,1,1,0,0
480688,2015-04-26,Desktop,Male,1,1,0,0
728916,2015-03-26,Desktop,Female,1,1,0,0
538099,2015-03-25,Desktop,Male,1,0,0,0
57070,2015-02-09,Desktop,Male,1,1,0,0
367111,2015-02-24,Mobile,Female,1,1,0,0
949100,2015-04-25,Desktop,Male,1,1,0,0
15922,2015-02-13,Desktop,Male,1,0,0,0
514406,2015-02-24,Desktop,Male,1,0,0,0
716221,2015-03-27,Desktop,Male,1,1,0,0
875754,2015-01-02,Desktop,Male,1,0,0,0
247338,2015-02-28,Desktop,Female,1,1,0,0
597065,2015-02-19,Mobile,Male,1,1,0,0
271761,2015-01-23,Desktop,Female,1,1,0,0
688968,2015-01-01,Desktop,Female,1,1,0,0
40731,2015-02-10,Desktop,Female,1,0,0,0
380900,2015-02-01,Desktop,Male,1,1,0,0
507386,2015-03-04,Desktop,Male,1,0,0,0
677741,2015-01-11,Desktop,Female,1,1,0,0
447223,2015-04-14,Desktop,Female,1,1,0,0
327144,2015-02-09,Desktop,Male,1,0,0,0
957973,2015-04-07,Desktop,Male,1,0,0,0
477136,2015-01-03,Desktop,Male,1,1,0,0
993531,2015-01-29,Desktop,Female,1,1,0,0
999507,2015-02-20,Desktop,Female,1,1,0,0
584100,2015-01-05,Mobile,Female,1,1,0,0
551851,2015-03-21,Desktop,Male,1,0,0,0
36012,2015-04-27,Desktop,Female,1,1,0,0
859780,2015-01-06,Desktop,Female,1,1,0,0
775459,2015-02-14,Desktop,Male,1,1,0,0
687314,2015-02-15,Desktop,Male,1,1,0,0
542486,2015-03-09,Desktop,Female,1,1,0,0
70757,2015-04-20,Mobile,Female,1,0,0,0
262555,2015-04-16,Mobile,Female,1,0,0,0
900857,2015-02-01,Mobile,Male,1,1,0,0
914694,2015-03-16,Desktop,Male,1,0,0,0
124631,2015-01-08,Desktop,Female,1,1,0,0
940828,2015-03-19,Desktop,Male,1,1,0,0
749782,2015-01-22,Desktop,Female,1,0,0,0
741013,2015-03-06,Mobile,Male,1,1,0,0
578809,2015-02-18,Desktop,Male,1,0,0,0
448767,2015-03-31,Desktop,Male,1,1,0,0
346529,2015-03-22,Desktop,Female,1,1,0,0
166765,2015-04-18,Desktop,Male,1,1,0,0
862143,2015-04-12,Desktop,Male,1,1,0,0
608519,2015-02-09,Mobile,Male,1,1,0,0
147272,2015-04-30,Desktop,Male,1,1,0,0
929015,2015-01-17,Desktop,Male,1,0,0,0
994645,2015-03-29,Mobile,Female,1,0,0,0
606024,2015-01-26,Mobile,Male,1,0,0,0
883661,2015-04-13,Desktop,Female,1,1,0,0
815731,2015-04-10,Desktop,Male,1,1,0,0
733096,2015-01-19,Desktop,Female,1,1,0,0
153859,2015-01-29,Mobile,Female,1,1,0,0
228647,2015-03-09,Desktop,Female,1,0,0,0
44103,2015-01-02,Desktop,Male,1,0,0,0
475643,2015-04-14,Mobile,Female,1,0,0,0
717378,2015-03-09,Mobile,Male,1,0,0,0
671383,2015-03-03,Desktop,Male,1,0,0,0
196473,2015-04-27,Desktop,Male,1,0,0,0
982752,2015-04-11,Desktop,Male,1,1,0,0
320235,2015-03-20,Mobile,Male,1,0,0,0
285882,2015-01-27,Mobile,Female,1,0,0,0
966856,2015-01-11,Desktop,Female,1,0,0,0
513780,2015-02-02,Desktop,Female,1,1,0,0
988493,2015-01-26,Mobile,Male,1,1,0,0
160100,2015-03-28,Mobile,Female,1,0,0,0
743071,2015-03-28,Desktop,Male,1,1,1,0
80975,2015-03-01,Desktop,Female,1,1,0,0
96374,2015-04-26,Desktop,Female,1,1,0,0
106104,2015-02-13,Mobile,Male,1,1,0,0
961481,2015-04-30,Desktop,Female,1,0,0,0
873276,2015-02-28,Desktop,Female,1,1,1,0
183849,2015-03-17,Mobile,Female,1,0,0,0
881429,2015-02-25,Desktop,Male,1,0,0,0
33116,2015-01-07,Mobile,Female,1,1,0,0
72059,2015-04-16,Mobile,Female,1,1,1,0
601691,2015-01-31,Mobile,Female,1,1,0,0
603715,2015-03-21,Desktop,Male,1,1,0,0
511661,2015-04-05,Mobile,Female,1,0,0,0
178144,2015-04-01,Desktop,Male,1,0,0,0
33024,2015-04-05,Desktop,Male,1,1,0,0
119588,2015-04-30,Desktop,Male,1,0,0,0
833489,2015-04-27,Mobile,Female,1,1,0,0
999919,2015-04-24,Mobile,Male,1,1,0,0
505736,2015-04-27,Desktop,Female,1,0,0,0
1850,2015-04-15,Mobile,Male,1,0,0,0
960801,2015-01-13,Mobile,Male,1,0,0,0
449667,2015-03-31,Desktop,Male,1,1,0,0
838941,2015-04-08,Mobile,Male,1,0,0,0
125918,2015-03-14,Mobile,Female,1,0,0,0
587135,2015-01-26,Mobile,Female,1,1,0,0
522761,2015-04-20,Mobile,Female,1,0,0,0
638114,2015-01-09,Mobile,Female,1,1,1,1
809713,2015-03-21,Desktop,Female,1,0,0,0
856569,2015-01-29,Desktop,Female,1,0,0,0
385867,2015-01-22,Mobile,Male,1,0,0,0
109254,2015-03-08,Mobile,Male,1,1,0,0
136478,2015-04-24,Desktop,Female,1,1,0,0
68010,2015-02-16,Desktop,Male,1,0,0,0
299821,2015-03-13,Desktop,Female,1,0,0,0
69703,2015-02-23,Mobile,Female,1,1,0,0
571080,2015-02-06,Mobile,Male,1,1,0,0
581956,2015-02-25,Mobile,Male,1,1,1,1
538422,2015-02-05,Desktop,Male,1,0,0,0
234850,2015-01-22,Desktop,Male,1,0,0,0
514968,2015-04-01,Mobile,Male,1,1,0,0
329250,2015-02-07,Desktop,Male,1,1,0,0
842337,2015-02-23,Desktop,Female,1,0,0,0
614645,2015-04-27,Desktop,Male,1,1,0,0
321738,2015-03-04,Mobile,Male,1,0,0,0
441049,2015-01-25,Desktop,Female,1,0,0,0
344758,2015-04-14,Desktop,Female,1,0,0,0
38228,2015-03-08,Desktop,Female,1,1,0,0
767828,2015-01-08,Desktop,Female,1,1,0,0
490018,2015-02-16,Mobile,Female,1,1,0,0
748038,2015-01-10,Desktop,Female,1,1,0,0
359974,2015-02-01,Desktop,Male,1,0,0,0
74853,2015-03-13,Desktop,Male,1,0,0,0
760535,2015-02-09,Mobile,Female,1,0,0,0
251790,2015-03-10,Desktop,Female,1,0,0,0
231382,2015-02-26,Mobile,Female,1,1,0,0
327213,2015-01-14,Desktop,Male,1,0,0,0
735003,2015-01-02,Desktop,Female,1,1,0,0
396609,2015-01-19,Mobile,Male,1,1,0,0
741537,2015-03-12,Desktop,Male,1,0,0,0
150848,2015-02-17,Mobile,Female,1,0,0,0
318814,2015-01-09,Desktop,Male,1,1,1,0
52926,2015-02-21,Desktop,Female,1,1,0,0
425712,2015-03-27,Desktop,Female,1,0,0,0
435151,2015-03-10,Desktop,Female,1,1,0,0
361644,2015-04-13,Desktop,Female,1,1,0,0
403748,2015-04-25,Mobile,Female,1,0,0,0
667530,2015-02-02,Mobile,Female,1,0,0,0
334242,2015-03-23,Desktop,Female,1,1,0,0
33980,2015-03-22,Desktop,Female,1,0,0,0
263034,2015-04-05,Mobile,Female,1,0,0,0
40068,2015-01-02,Desktop,Male,1,1,1,0
545961,2015-02-02,Mobile,Female,1,1,0,0
717951,2015-01-12,Mobile,Female,1,1,0,0
354377,2015-02-23,Desktop,Female,1,1,0,0
967033,2015-03-08,Mobile,Female,1,0,0,0
19707,2015-04-24,Mobile,Male,1,0,0,0
782372,2015-02-05,Desktop,Male,1,0,0,0
767940,2015-03-03,Desktop,Male,1,0,0,0
87804,2015-03-13,Mobile,Male,1,0,0,0
383218,2015-01-08,Desktop,Male,1,0,0,0
979913,2015-03-24,Desktop,Male,1,1,0,0
333429,2015-04-15,Desktop,Male,1,0,0,0
234387,2015-03-25,Desktop,Male,1,0,0,0
718625,2015-04-01,Desktop,Male,1,0,0,0
403460,2015-04-01,Desktop,Female,1,0,0,0
296161,2015-04-28,Desktop,Female,1,0,0,0
115359,2015-03-30,Desktop,Male,1,0,0,0
38550,2015-03-03,Desktop,Male,1,0,0,0
641863,2015-04-23,Desktop,Female,1,1,0,0
885491,2015-04-01,Desktop,Female,1,1,0,0
942329,2015-01-10,Mobile,Female,1,1,0,0
435079,2015-03-15,Desktop,Female,1,0,0,0
659630,2015-04-25,Desktop,Female,1,0,0,0
32117,2015-02-15,Mobile,Male,1,1,0,0
753796,2015-03-19,Desktop,Male,1,0,0,0
701669,2015-04-03,Desktop,Male,1,1,0,0
619293,2015-02-12,Desktop,Female,1,1,0,0
517829,2015-04-03,Desktop,Male,1,1,0,0
514675,2015-04-14,Desktop,Male,1,0,0,0
131793,2015-03-31,Desktop,Male,1,1,0,0
756068,2015-01-10,Mobile,Male,1,1,0,0
187412,2015-02-14,Mobile,Female,1,0,0,0
580368,2015-02-21,Desktop,Male,1,0,0,0
353265,2015-02-10,Desktop,Male,1,1,0,0
121069,2015-01-05,Mobile,Female,1,1,0,0
66337,2015-02-10,Mobile,Male,1,1,1,0
876424,2015-04-23,Mobile,Male,1,1,0,0
70627,2015-03-01,Desktop,Male,1,0,0,0
355059,2015-02-13,Mobile,Male,1,1,0,0
605467,2015-01-20,Desktop,Male,1,0,0,0
183648,2015-03-26,Desktop,Female,1,0,0,0
127688,2015-01-04,Desktop,Male,1,1,0,0
583730,2015-04-12,Desktop,Female,1,1,0,0
111537,2015-02-03,Desktop,Male,1,0,0,0
745107,2015-04-13,Mobile,Male,1,1,0,0
593552,2015-01-29,Mobile,Female,1,1,0,0
219860,2015-02-14,Desktop,Male,1,0,0,0
28445,2015-04-28,Desktop,Male,1,1,0,0
438317,2015-04-22,Desktop,Male,1,0,0,0
539011,2015-03-11,Mobile,Male,1,0,0,0
344997,2015-02-01,Desktop,Male,1,0,0,0
777191,2015-03-21,Desktop,Male,1,1,0,0
984688,2015-04-27,Mobile,Male,1,0,0,0
163713,2015-01-26,Mobile,Male,1,1,0,0
927412,2015-01-19,Desktop,Female,1,1,0,0
520437,2015-04-16,Desktop,Female,1,1,0,0
692287,2015-02-16,Desktop,Male,1,0,0,0
161703,2015-02-11,Desktop,Male,1,0,0,0
991463,2015-02-18,Mobile,Male,1,1,0,0
410921,2015-04-27,Mobile,Male,1,1,0,0
91327,2015-01-11,Desktop,Female,1,1,0,0
861358,2015-03-29,Mobile,Female,1,0,0,0
743446,2015-03-01,Mobile,Female,1,0,0,0
401984,2015-01-14,Mobile,Male,1,1,0,0
778210,2015-01-20,Mobile,Male,1,1,0,0
989890,2015-04-03,Mobile,Male,1,0,0,0
16073,2015-02-25,Desktop,Female,1,0,0,0
309382,2015-03-17,Desktop,Male,1,0,0,0
961252,2015-03-17,Mobile,Female,1,1,0,0
728496,2015-04-15,Desktop,Female,1,0,0,0
101813,2015-02-26,Mobile,Female,1,0,0,0
286819,2015-03-18,Mobile,Male,1,0,0,0
814475,2015-03-16,Mobile,Male,1,0,0,0
443876,2015-04-30,Desktop,Male,1,0,0,0
285006,2015-03-08,Desktop,Male,1,0,0,0
524399,2015-02-15,Mobile,Male,1,1,0,0
373583,2015-03-12,Desktop,Male,1,0,0,0
586581,2015-02-03,Desktop,Male,1,1,1,0
198671,2015-01-09,Desktop,Female,1,0,0,0
920820,2015-02-19,Mobile,Female,1,0,0,0
363839,2015-02-13,Mobile,Male,1,1,1,0
51583,2015-01-06,Mobile,Male,1,1,0,0
548807,2015-01-02,Desktop,Male,1,0,0,0
853925,2015-01-02,Mobile,Female,1,0,0,0
117492,2015-01-22,Desktop,Male,1,1,0,0
360677,2015-04-03,Desktop,Female,1,0,0,0
959412,2015-04-02,Desktop,Male,1,0,0,0
152558,2015-02-05,Desktop,Male,1,0,0,0
469165,2015-02-13,Mobile,Male,1,1,0,0
472216,2015-02-02,Desktop,Female,1,1,0,0
